Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2022-05-11,163.5800018310547,167.4600067138672,162.50999450683594,163.16000366210938,163.16000366210938,9105500,CVX
2022-05-12,163.22000122070312,164.85000610351562,158.86000061035156,164.7100067138672,164.7100067138672,8936400,CVX
2022-05-13,166.5,168.7899932861328,164.8800048828125,167.8699951171875,167.8699951171875,9223600,CVX
2022-05-11,107.83999633789062,112.86000061035156,107.5199966430664,109.69000244140625,109.69000244140625,3484200,HES
2022-05-12,109.3499984741211,109.43000030517578,104.93000030517578,108.38999938964844,108.38999938964844,2138200,HES
2022-05-13,111.0,114.76000213623047,110.55999755859375,114.2699966430664,114.2699966430664,2148400,HES
2022-05-11,86.43000030517578,88.94000244140625,86.27999877929688,86.79000091552734,85.91000366210938,33020600,XOM
2022-05-12,85.94999694824219,86.37999725341797,83.4000015258789,86.30000305175781,86.30000305175781,29491500,XOM
2022-05-13,87.36000061035156,88.94999694824219,86.3499984741211,88.86000061035156,88.86000061035156,25777800,XOM
2022-05-11,31.520000457763672,32.779998779296875,31.25,32.4900016784668,32.4900016784668,13027700,BKR
2022-05-12,32.130001068115234,32.41999816894531,30.8799991607666,31.90999984741211,31.90999984741211,12987100,BKR
2022-05-13,32.439998626708984,34.20000076293945,32.36000061035156,34.11000061035156,34.11000061035156,9974900,BKR
2022-05-11,35.02000045776367,36.25,34.599998474121094,34.689998626708984,34.689998626708984,9595100,HAL
2022-05-12,34.380001068115234,34.58000183105469,33.58000183105469,34.560001373291016,34.560001373291016,10336800,HAL
2022-05-13,35.2599983215332,36.349998474121094,35.220001220703125,36.099998474121094,36.099998474121094,10120500,HAL
