Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2022-05-11,46.709999084472656,48.36000061035156,46.599998474121094,47.619998931884766,47.28200149536133,9406200,EXC
2022-05-12,47.34000015258789,47.70000076293945,45.400001525878906,45.849998474121094,45.849998474121094,12044400,EXC
2022-05-13,46.15999984741211,46.77000045776367,45.849998474121094,46.72999954223633,46.72999954223633,5592700,EXC
2022-05-11,159.08999633789062,162.39999389648438,158.27999877929688,158.82000732421875,158.82000732421875,2133800,SRE
2022-05-12,158.9499969482422,159.64999389648438,155.72999572753906,157.9600067138672,157.9600067138672,1862000,SRE
2022-05-13,159.5800018310547,161.58999633789062,157.94000244140625,161.05999755859375,161.05999755859375,1241900,SRE
2022-05-11,143.63999938964844,146.22000122070312,143.13999938964844,144.0399932861328,144.0399932861328,1004000,AWK
2022-05-12,144.24000549316406,146.22999572753906,143.74000549316406,145.82000732421875,145.82000732421875,1255200,AWK
2022-05-13,147.02999877929688,147.91000366210938,145.11000061035156,146.47999572753906,146.47999572753906,710800,AWK
2022-05-11,42.08000183105469,43.400001525878906,42.08000183105469,42.36000061035156,42.36000061035156,3922300,FE
2022-05-12,42.16999816894531,42.650001525878906,41.560001373291016,42.209999084472656,42.209999084472656,3475900,FE
2022-05-13,42.540000915527344,42.65999984741211,41.90999984741211,42.5099983215332,42.5099983215332,2609800,FE
2022-05-11,57.11000061035156,59.029998779296875,56.529998779296875,57.369998931884766,57.229000091552734,1877000,CEG
2022-05-12,57.310001373291016,57.849998474121094,53.08000183105469,53.470001220703125,53.470001220703125,3785600,CEG
2022-05-13,54.529998779296875,55.9010009765625,53.630001068115234,54.61000061035156,54.61000061035156,2317500,CEG
