Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2022-05-11,37.16999816894531,37.72999954223633,35.790000915527344,35.86000061035156,35.86000061035156,10103900,HPQ
2022-05-12,35.58000183105469,36.369998931884766,35.0,35.84000015258789,35.84000015258789,11518600,HPQ
2022-05-13,36.13999938964844,36.9900016784668,35.970001220703125,36.779998779296875,36.779998779296875,8827300,HPQ
2022-05-11,129.86000061035156,132.9600067138672,129.86000061035156,130.75,130.75,5301100,IBM
2022-05-12,131.27000427246094,133.6199951171875,130.41000366210938,132.89999389648438,132.89999389648438,5384800,IBM
2022-05-13,133.0,133.8000030517578,131.0500030517578,133.60000610351562,133.60000610351562,4195100,IBM
2022-05-11,44.02000045776367,44.290000915527344,42.779998779296875,42.83000183105469,42.83000183105469,40351700,INTC
2022-05-12,42.72999954223633,42.90999984741211,42.0099983215332,42.84000015258789,42.84000015258789,42329600,INTC
2022-05-13,43.41999816894531,43.84000015258789,42.970001220703125,43.599998474121094,43.599998474121094,32021300,INTC
2022-05-11,153.5,155.4499969482422,145.80999755859375,146.5,146.5,142689800,AAPL
2022-05-12,142.77000427246094,146.1999969482422,138.8000030517578,142.55999755859375,142.55999755859375,182602000,AAPL
2022-05-13,144.58999633789062,148.10000610351562,143.11000061035156,147.11000061035156,147.11000061035156,113787000,AAPL
2022-05-11,28.34000015258789,28.889999389648438,27.399999618530273,27.549999237060547,27.549999237060547,2330600,DXC
2022-05-12,27.56999969482422,28.280000686645508,27.280000686645508,28.1200008392334,28.1200008392334,2374600,DXC
2022-05-13,28.520000457763672,29.90999984741211,28.280000686645508,29.670000076293945,29.670000076293945,2328800,DXC
